,msd_track_id,genre,album_index,set,msd_artist_id,image_url
3874,TRXCITV128F9348439,Pop,4788,train,ARJKCWL12509416CA4,http://artwork-cdn.7static.com/static/img/sleeveart/00/006/444/0000644429_200.jpg
3875,TRQWMAS128F14939ED,Rock,4789,train,AR43Y451187B9938E3,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/527/0000052731_200.jpg
3877,TRIUEHO128F146B099,RnB,4790,train,ARULUK81187FB56ECB,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/293/0000029351_200.jpg
3878,TRVBWHK128E0791ED1,Rap,4791,train,ARQ6TTV1187B99379E,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/154/0000015456_200.jpg
3880,TRPGZRY128E0781C5C,Electronic,4792,train,ARZS5VW1187FB567E8,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/011/0000001155_200.jpg
3881,TRKJUVG12903CBD514,Rock,4795,train,ARQKQ801187B9AC143,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/622/0000062239_200.jpg
3882,TREOVCA128F92FB0D9,Country,4796,train,AR2CD9Z1187FB5B754,http://artwork-cdn.7static.com/static/img/sleeveart/00/003/955/0000395508_200.jpg
3884,TRTDTXN12903CA2DF9,Rap,4797,train,AR5IOWX1187B9ACB27,http://artwork-cdn.7static.com/static/img/sleeveart/00/014/873/0001487368_200.jpg
3885,TRLVUCT128EF342E1B,Rap,4798,train,ARXWAQQ1187B9AE954,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/164/0000216491_200.jpg
3886,TRLOZHR12903CFCE29,Electronic,4800,train,ARJGAUD1187FB505DA,http://artwork-cdn.7static.com/static/img/sleeveart/00/006/931/0000693179_200.jpg
3887,TRFGIGD128F425E81E,Rock,4801,train,ARKSNK21187FB3E39E,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/504/0000150405_200.jpg
3890,TRPENMC12903CE35C5,Rock,4802,train,ARDQQIL126A031DF10,http://artwork-cdn.7static.com/static/img/sleeveart/00/018/084/0001808412_200.jpg
3892,TRSIALF128EF36309A,Punk,4805,train,AR0VWV51187B996A52,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/836/0000083656_200.jpg
3893,TROVKZW128F42624B5,Punk,4806,train,AR4KBWX1187FB5A718,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/054/0000205408_200.jpg
3894,TRRRQPO128F145FCC6,Rock,4808,train,ARFM7OI1187B990C49,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/255/0000025535_200.jpg
3896,TRYZFZF12903CC860A,Punk,4809,train,ARAISMH1187B99AA61,http://artwork-cdn.7static.com/static/img/sleeveart/00/005/867/0000586796_200.jpg
3897,TRNCMGW128F930BA0E,RnB,4812,train,AR2WF5T1187FB44C69,http://artwork-cdn.7static.com/static/img/sleeveart/00/004/029/0000402970_200.jpg
3898,TRIDQFJ128F1457383,Rock,4814,train,ARUAG4R1187FB53500,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/226/0000022603_200.jpg
3899,TRKRXUN128E0799AC0,RnB,4816,train,ARR9XGB1187B9912E6,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/193/0000019317_200.jpg
3900,TRJGFGE128F4259C40,Electronic,4817,train,ARVIZTD1187FB36943,http://artwork-cdn.7static.com/static/img/sleeveart/00/006/763/0000676370_200.jpg
3901,TRGLPIT128F4284A3C,Electronic,4818,train,ARS33ES1187B9AE043,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/185/0000218530_200.jpg
3902,TRTZOLG128EF34E330,Country,4819,train,AR2R0MS1187B99F6A8,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/747/0000074776_200.jpg
3903,TRTYDBE128F92CB35E,Rock,4820,train,AR3I6YW1187B990DAA,http://artwork-cdn.7static.com/static/img/sleeveart/00/003/726/0000372672_200.jpg
3904,TRNCCTW128F4270253,Rock,4821,train,AR975GG1187FB45893,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/656/0000265633_200.jpg
3905,TRPICIB128F4267519,Latin,4822,train,ARXM0CX1187B98FD56,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/823/0000282386_200.jpg
3906,TRVBDKL12903D0DE8E,Rock,4824,train,ARJJTP11187FB4F9DD,http://artwork-cdn.7static.com/static/img/sleeveart/00/016/291/0001629158_200.jpg
3908,TREFBRN128F428AB7A,Rap,4825,train,AR8FW031187FB3ED28,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/657/0000165746_200.jpg
3912,TRKIFNZ128F92F96FA,Electronic,4828,train,AR4AGMQ1187FB557A1,http://artwork-cdn.7static.com/static/img/sleeveart/00/028/784/0002878498_200.jpg
3913,TRHQPAR128E0781EE3,Electronic,4829,train,ARUHNTQ11F4C84023E,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/009/0000000917_200.jpg
3914,TRHSSPW128F934B063,Rock,4830,train,ARSZWK21187B9B26D7,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/966/0000296676_200.jpg
3915,TRPMFJS128F428CF80,Country,4833,train,ARXGD471187B990EDB,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/966/0000296622_200.jpg
3916,TRUPJTK128F92F4018,Rock,4835,train,ARO6A7Q1187FB4CFC4,http://artwork-cdn.7static.com/static/img/sleeveart/00/003/376/0000337602_200.jpg
3917,TRFXPOY128F9331967,Electronic,4839,train,AR20YMY1187B990B28,http://artwork-cdn.7static.com/static/img/sleeveart/00/005/512/0000551263_200.jpg
3918,TRKCHIN128F1490F0A,Country,4841,train,ARA3VJJ1187FB3F5A6,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/506/0000050638_200.jpg
3919,TRZCJZE12903CCC37E,Electronic,4844,train,AR1BSP01187B9914B2,http://artwork-cdn.7static.com/static/img/sleeveart/00/015/427/0001542759_200.jpg
3922,TRLDXTX128F4281ADF,Rock,4846,train,ARBZ19X1187B9ABB24,http://artwork-cdn.7static.com/static/img/sleeveart/00/020/521/0002052153_200.jpg
3923,TRIZDDS128F14AE2A0,Rock,4847,train,ARRE7IQ1187FB4CF13,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/644/0000064488_200.jpg
3924,TRWNJBH128F4263A06,Rock,4848,train,ARBEBBY1187B9B43DB,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/305/0000130592_200.jpg
3925,TRLIBRT128F932B138,Reggae,4849,train,ARJEL1O1187FB36E46,http://artwork-cdn.7static.com/static/img/sleeveart/00/005/043/0000504373_200.jpg
3926,TRTMHUY128F4293ABE,Metal,4852,train,AROXIDV1187B9B222F,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/082/0000108253_200.jpg
3928,TRKUPRM128F1452069,Rock,4853,train,ARFG2HF1187FB3D4EC,http://artwork-cdn.7static.com/static/img/sleeveart/00/028/093/0002809323_200.jpg
3929,TREVXGJ128F426E405,Country,4854,train,ARRCN061187B9B4F57,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/602/0000260223_200.jpg
3930,TRWKNOD128F4265D6D,Rock,4856,train,ARCRS8O1187FB3A491,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/941/0000094162_200.jpg
3931,TRLTXZD128F4281A5F,Rock,4857,train,AR1587M1187B9A4E88,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/680/0000268082_200.jpg
3932,TRLHCDU128F429EFD0,Rock,4858,train,ARAZP5N1187B9B4D5D,http://artwork-cdn.7static.com/static/img/sleeveart/00/033/742/0003374287_200.jpg
3933,TRHCSMC128F426C47E,Country,4860,train,AR14K4J1187B993B60,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/050/0000105022_200.jpg
3936,TRDRVJO128F423EF29,Rock,4861,train,ARWRZXU1187B9B3D51,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/906/0000190669_200.jpg
3937,TRBCBVS128F147FC81,Rock,4862,train,AR9W3X91187FB3994C,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/408/0000040835_200.jpg
3939,TRQABAN128F92F0100,World,4863,train,ARTOOBT11F50C4BC14,http://artwork-cdn.7static.com/static/img/sleeveart/00/004/807/0000480780_200.jpg
3942,TRKHRIM128F428A4EA,Punk,4865,train,ARDEX081187FB4C4A7,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/047/0000104775_200.jpg
3943,TRPKWXW128F422BD60,Reggae,4867,train,ARS4BML1187B98FB17,http://artwork-cdn.7static.com/static/img/sleeveart/00/007/180/0000718053_200.jpg
3945,TROCRMJ128F4262FAF,Pop,4868,train,AR6LZB61187B9AF431,http://artwork-cdn.7static.com/static/img/sleeveart/00/028/296/0002829680_200.jpg
3947,TRWPATZ128EF35F672,Rock,4870,train,ARA4P281187FB3AF61,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/898/0000189858_200.jpg
3948,TRDCCMN128F428B72A,Reggae,4871,train,AR0W4YS1187FB3B528,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/028/0000202821_200.jpg
3949,TRAVBFZ128EF367496,Rock,4872,train,ARIFOI91187B99617A,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/855/0000085571_200.jpg
3951,TRBGVWJ128F14AE214,Metal,4873,train,ARLHB6B1187B9B1B14,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/644/0000064477_200.jpg
3952,TROCGFI128F4234DFF,Reggae,4874,train,ARJ2PMY1187FB5B563,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/393/0000239313_200.jpg
3955,TRRDVIQ128F149B9D7,Reggae,4877,train,AR10B9G1187FB561CE,http://artwork-cdn.7static.com/static/img/sleeveart/00/029/494/0002949459_200.jpg
3957,TRBNAQA128F425D062,Rock,4878,train,AR1XEHY1187B991393,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/500/0000150000_200.jpg
3958,TRFSNXE128E0785108,Rock,4879,train,ARC4W081187B9ACDBD,http://artwork-cdn.7static.com/static/img/sleeveart/00/013/395/0001339538_200.jpg
3959,TRJNWDB128F92D181F,Rock,4880,train,ARVFDUT1187FB3C44E,http://artwork-cdn.7static.com/static/img/sleeveart/00/004/254/0000425407_200.jpg
3960,TRFRFHL12903CE3958,Rock,4881,train,ARNJ50L1187FB3F372,http://artwork-cdn.7static.com/static/img/sleeveart/00/035/610/0003561088_200.jpg
3961,TRGRLPS12903CB8F96,Country,4882,train,AR7KA5V1187FB44E6B,http://artwork-cdn.7static.com/static/img/sleeveart/00/007/580/0000758081_200.jpg
3962,TRXUZLM12903CDBF4C,Punk,4883,train,ARUB0K61187B9B9AC3,http://artwork-cdn.7static.com/static/img/sleeveart/00/018/637/0001863719_200.jpg
3963,TRUIXCB128F1495ADB,Rap,4885,train,ARHUIGM1187B9A5932,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/536/0000053676_200.jpg
3968,TRCVWMY12903CA7289,Rock,4887,train,ARRIEJC1187B9B8072,http://artwork-cdn.7static.com/static/img/sleeveart/00/006/625/0000662571_200.jpg
3970,TRJWEAP128F424F65F,Electronic,4888,train,AR963PF1187B99B81D,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/747/0000274779_200.jpg
3971,TROLKMA128F4274A30,Rap,4889,train,ARUDYKB11F4C83C269,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/663/0000266371_200.jpg
3972,TRBZBMV128F4226F0C,Rap,4890,train,ARZNLRE1187B99B6C3,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/329/0000232952_200.jpg
3973,TRVYTIK12903D009E6,Rock,4892,train,ARL26PR1187FB576E5,http://artwork-cdn.7static.com/static/img/sleeveart/00/007/850/0000785094_200.jpg
3974,TRILNQD128F145C5B4,Rock,4895,train,AR5WPYF1187B9B40DA,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/243/0000024380_200.jpg
3975,TRDHWWE128F933E6F1,Rock,4896,train,ARK99K41187B9AEC53,http://artwork-cdn.7static.com/static/img/sleeveart/00/006/398/0000639876_200.jpg
3976,TRJONAN128F9326B1E,Rock,4897,train,AR4IWYN1187FB47DF6,http://artwork-cdn.7static.com/static/img/sleeveart/00/006/310/0000631055_200.jpg
3977,TRJKXIP12903CF446E,Metal,4898,train,ARF45HU1187FB4CF05,http://artwork-cdn.7static.com/static/img/sleeveart/00/006/899/0000689943_200.jpg
3978,TRBJHYE128F422D988,Pop,4900,train,ARUSL5J1187B9A16EA,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/489/0000148922_200.jpg
3979,TRWBCRE128F930F4A4,Rock,4901,train,AR4X9WC1187B9957D3,http://artwork-cdn.7static.com/static/img/sleeveart/00/004/931/0000493178_200.jpg
3980,TRGJNQZ128F934FFA5,Rock,4902,train,ARQCEEK1187FB37251,http://artwork-cdn.7static.com/static/img/sleeveart/00/005/180/0000518081_200.jpg
3981,TRQKYTG128F14694E6,New Age,4904,train,ARU73P31187FB522BF,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/287/0000028779_200.jpg
3983,TRTIXKE128F1466A00,Rap,4908,train,ARJXZX41187B9B6A43,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/277/0000027790_200.jpg
3986,TRZXKVS12903CBA3DA,Rock,4909,train,ARB6UYO1187B9AB51D,http://artwork-cdn.7static.com/static/img/sleeveart/00/007/129/0000712988_200.jpg
3987,TRLPCLV128F145AFFF,Rock,4910,train,ARC0IOF1187FB3F6E6,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/239/0000023945_200.jpg
3988,TRTEOUM128F4273BB4,Pop,4911,train,ARS12GA1187FB57CD4,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/944/0000094450_200.jpg
3993,TRVFSFQ12903CC4599,Rap,4916,train,AR6UYN31187B991C48,http://artwork-cdn.7static.com/static/img/sleeveart/00/008/063/0000806317_200.jpg
3996,TRETNDC128F422960D,Rock,4918,train,ARN0SSH1187FB4EF8B,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/338/0000233858_200.jpg
3997,TRSNMFT12903CB52A6,Rock,4920,train,ARPTCUO11E2835F282,http://artwork-cdn.7static.com/static/img/sleeveart/00/006/675/0000667508_200.jpg
3999,TRTHHHJ12903CA0E33,Electronic,4921,train,ARGEKVC1272BA84A19,http://artwork-cdn.7static.com/static/img/sleeveart/00/007/489/0000748991_200.jpg
4000,TRWXPVQ128F147747E,Rock,4923,train,ARD3Y081187B9ABB07,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/361/0000036152_200.jpg
4001,TRNXQOG128F92E01F0,Metal,4924,train,ARPAU421187B9AEC6E,http://artwork-cdn.7static.com/static/img/sleeveart/00/010/157/0001015768_200.jpg
4003,TRNXCRL12903D04008,Jazz,4926,train,ARF0D0G1187B98A5E9,http://artwork-cdn.7static.com/static/img/sleeveart/00/006/957/0000695797_200.jpg
4005,TRONQQF128F422B932,Rock,4928,train,ARW8HIT1187B990F5C,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/795/0000179515_200.jpg
4006,TRONZMK128F92F6146,Rock,4929,train,ARBJ16X1187B9AF4A4,http://artwork-cdn.7static.com/static/img/sleeveart/00/006/119/0000611980_200.jpg
4007,TRDZJHS128E0791735,Reggae,4930,train,ARHD3RX1187FB3A7DA,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/153/0000015310_200.jpg
4008,TRTVHBI128F934C714,Rock,4932,train,ARAG5LK1187B9AEDF1,http://artwork-cdn.7static.com/static/img/sleeveart/00/005/152/0000515221_200.jpg
4009,TRIQZZM128F4225401,Electronic,4934,train,AR01WHF1187B9B53B8,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/771/0000177176_200.jpg
4010,TRCHWWM128EF3542D2,Rock,4935,train,AR32FH91187B9A3A27,http://artwork-cdn.7static.com/static/img/sleeveart/00/012/735/0001273545_200.jpg
4015,TRXLDYJ128F14633A9,Rock,4937,train,ARQZZ8L1187B98E2F6,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/266/0000026686_200.jpg
4018,TRPRYKG128F146838D,Metal,4940,train,ARHTAPO1187FB5AADE,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/283/0000028373_200.jpg
4019,TRDYMIW128F92F0F7A,Electronic,4941,train,ARR9HAC1187FB4733B,http://artwork-cdn.7static.com/static/img/sleeveart/00/003/911/0000391142_200.jpg
4020,TRYMCSW128F427AD1A,Rock,4942,train,AR6BJ1V1187B9AE3B7,http://artwork-cdn.7static.com/static/img/sleeveart/00/015/828/0001582899_200.jpg
4021,TROJFIN128F427EF28,Folk,4943,train,AR7OA5G1187B98D3A0,http://artwork-cdn.7static.com/static/img/sleeveart/00/026/975/0002697512_200.jpg
4022,TRZKQFZ128F92CA96F,Rock,4944,train,ARYKCQI1187FB3B18F,http://artwork-cdn.7static.com/static/img/sleeveart/00/003/723/0000372309_200.jpg
4026,TRIYTWE128F4264CB3,Rock,4946,train,ARXGKVD1187FB54D8F,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/522/0000252245_200.jpg
4027,TRYQEQA12903CD5C38,Country,4947,train,AR7I2SJ1187B9B41C3,http://artwork-cdn.7static.com/static/img/sleeveart/00/016/260/0001626095_200.jpg
4029,TRVEHOI128F93146C0,RnB,4949,train,AR1DJHE1187FB59C36,http://artwork-cdn.7static.com/static/img/sleeveart/00/004/065/0000406502_200.jpg
4030,TRSVOYC128F92F20BF,Blues,4950,train,AR5U94U1187FB5CDCF,http://artwork-cdn.7static.com/static/img/sleeveart/00/003/914/0000391413_200.jpg
4031,TRWGMGO128F42345E5,Rap,4952,train,AR2NCEA1187FB5C56D,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/389/0000238957_200.jpg
4032,TROXZCJ128F429F5C9,Blues,4953,train,ARXAQ561187FB563E0,http://artwork-cdn.7static.com/static/img/sleeveart/00/011/619/0001161962_200.jpg
4033,TRNFONO128F428A429,Punk,4956,train,AR06EB01187FB40150,http://artwork-cdn.7static.com/static/img/sleeveart/00/004/096/0000409639_200.jpg
4034,TRLWVPC128F9303B9D,Rock,4958,train,ARBLDRW1187B9A05A1,http://artwork-cdn.7static.com/static/img/sleeveart/00/005/340/0000534096_200.jpg
4035,TRGERFW128F422C0B1,Folk,4959,train,ARC63WB1187FB46E8D,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/269/0000126903_200.jpg
4036,TRPRASP12903CE487D,Jazz,4962,train,ARQY5EG1187FB57063,http://artwork-cdn.7static.com/static/img/sleeveart/00/021/192/0002119284_200.jpg
4037,TREAVGX12903CE4E33,Rock,4964,train,AR8C70A1187B9B718F,http://artwork-cdn.7static.com/static/img/sleeveart/00/007/746/0000774616_200.jpg
4038,TRWTJDJ128F92CCF2A,Rock,4965,train,ARHAIBP1187B99FB99,http://artwork-cdn.7static.com/static/img/sleeveart/00/003/166/0000316604_200.jpg
4040,TRWLHLB128F931031B,Metal,4968,train,ARFST991187B9A4C2B,http://artwork-cdn.7static.com/static/img/sleeveart/00/004/519/0000451905_200.jpg
4041,TRNXBIP128F934B541,Metal,4969,train,ARWMY7E1187B9B7049,http://artwork-cdn.7static.com/static/img/sleeveart/00/012/489/0001248966_200.jpg
4043,TRNPAXI12903CDECB4,Reggae,4970,train,AR89RJY1187FB4E771,http://artwork-cdn.7static.com/static/img/sleeveart/00/005/946/0000594663_200.jpg
4044,TRLYVSK128F9310BE3,Reggae,4971,train,ARJIQGE127D395D4E3,http://artwork-cdn.7static.com/static/img/sleeveart/00/010/437/0001043715_200.jpg
4045,TRDRXQB128F92F5B7C,Rock,4972,train,ARRQGAB1187B9893FA,http://artwork-cdn.7static.com/static/img/sleeveart/00/004/403/0000440375_200.jpg
4046,TRFCTUE128F428EA51,Jazz,4973,train,ARS7PFY1187B9AED69,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/061/0000106105_200.jpg
4047,TRYTQUZ128F934C08F,Metal,4975,train,ARIWR801187B9A27A3,http://artwork-cdn.7static.com/static/img/sleeveart/00/012/485/0001248598_200.jpg
4048,TRUGGXS128F92E90BE,Rock,4976,train,ARPTZO31187B9AB533,http://artwork-cdn.7static.com/static/img/sleeveart/00/004/780/0000478002_200.jpg
4049,TRTYQRH128F93322BD,Rock,4977,train,ARLIIW01187FB5C9E3,http://artwork-cdn.7static.com/static/img/sleeveart/00/005/037/0000503771_200.jpg
4050,TRBFAYK128F92D5C2C,Rap,4980,train,ARM9HR61187B9AD75A,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/085/0000008568_200.jpg
4051,TRBMXGN128F1485B67,Rock,4981,train,ARKVITV1187B9AE854,http://artwork-cdn.7static.com/static/img/sleeveart/00/018/042/0001804271_200.jpg
4054,TRDQDMY128F931581B,Reggae,4984,train,AREJX801187FB39A20,http://artwork-cdn.7static.com/static/img/sleeveart/00/003/525/0000352539_200.jpg
4055,TRKZAIW128F426EB81,Electronic,4988,train,ARP7AOI1187FB518B4,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/100/0000210004_200.jpg
4056,TRYSQKQ128F427134A,Rock,4989,train,ARLHPIR1187FB466D5,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/636/0000263673_200.jpg
4057,TRJNYYI12903CB489B,Rock,4990,train,ARSPMFX122BCFCB461,http://artwork-cdn.7static.com/static/img/sleeveart/00/007/564/0000756490_200.jpg
4058,TROYWEO128E0788C65,Electronic,4991,train,AR9Z2O31187B9B49F9,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/102/0000010250_200.jpg
4059,TRMQCMW128F148C873,Rock,4992,train,ARV23LA1187B9AF782,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/309/0000230979_200.jpg
4060,TRBOZZN12903CFF4EF,Pop,4993,train,ARWGXNR12086C13A76,http://artwork-cdn.7static.com/static/img/sleeveart/00/007/846/0000784600_200.jpg
4061,TRGRIKT128F932B6E2,Reggae,4994,train,ARZRF6K1187B9A9AEA,http://artwork-cdn.7static.com/static/img/sleeveart/00/005/045/0000504548_200.jpg
4062,TRJTNGM128F146654D,RnB,4995,train,ARTYQLR1187B98DA19,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/276/0000027684_200.jpg
4063,TRZZRQJ128F1468136,Blues,4996,train,ARRT66G1187FB3DDF9,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/283/0000028325_200.jpg
4065,TRVUUWK128F42A4BF9,Rap,4997,train,AR7H21J1187FB40C69,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/189/0000118939_200.jpg
4066,TRWSRMM128F933A24B,Rock,4998,train,ARIBCHX1187FB3B6FA,http://artwork-cdn.7static.com/static/img/sleeveart/00/032/561/0003256199_200.jpg
4067,TRZQJBU128F9302DA2,Country,4999,train,ARVYKVI1187B9B9181,http://artwork-cdn.7static.com/static/img/sleeveart/00/011/728/0001172824_200.jpg
4068,TRDKVPC128F1459E53,Rock,5000,train,AR1HDG81187B9B3E57,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/234/0000023476_200.jpg
4069,TRILFBP128F424E01D,Country,5001,train,ARLZ9UW11A348F0082,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/744/0000274482_200.jpg
4070,TRVOSYS128F92F3B58,Metal,5002,train,ARR057Y1187B9A16E7,http://artwork-cdn.7static.com/static/img/sleeveart/00/003/374/0000337427_200.jpg
4071,TRIRZZN128F14757B9,Rock,5003,train,AR0FMXH1187FB47EF0,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/353/0000035380_200.jpg
4072,TRDLBBU128F429303A,Jazz,5004,train,ARCWYD51187B98E184,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/967/0000296796_200.jpg
4073,TRQYWKB128F4288A36,Rap,5005,train,AR5TZFO1187B98E58E,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/646/0000164691_200.jpg
4074,TRAOQBO128F4286BEA,Rock,5006,train,ARHPDEK1187B999256,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/192/0000219275_200.jpg
4075,TRKYYZD128F92FFC04,Rap,5007,train,ARUQUIU1187FB43B5D,http://artwork-cdn.7static.com/static/img/sleeveart/00/004/870/0000487042_200.jpg
4076,TRDRIEV12903CDDEFA,Reggae,5008,train,ARQT15C1187FB401DD,http://artwork-cdn.7static.com/static/img/sleeveart/00/006/818/0000681893_200.jpg
4077,TRGAKWK128F92DCEBF,Jazz,5009,train,ARQZLBH11F4C83B324,http://artwork-cdn.7static.com/static/img/sleeveart/00/004/730/0000473019_200.jpg
4078,TROYAZJ128F4238CBD,Pop,5010,train,ARNVCZC1187B9934F5,http://artwork-cdn.7static.com/static/img/sleeveart/00/032/200/0003220019_200.jpg
4079,TRTEGXB128F429B075,Rock,5011,train,ARXXCAI1187FB4D555,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/135/0000113511_200.jpg
4080,TRUASOA128F1491102,World,5012,train,ARKB7421187B9AA6B2,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/506/0000050676_200.jpg
4081,TRUQDJV12903CC0D39,RnB,5013,train,ARBNR0E1187B98C879,http://artwork-cdn.7static.com/static/img/sleeveart/00/007/152/0000715267_200.jpg
4082,TROAXJQ128F1485CF2,RnB,5015,train,ARHVR5D1187B9AEB6D,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/439/0000043910_200.jpg
4083,TRHXUOD128F4287DEB,Latin,5016,train,ARASCQV11F4C8404D5,http://artwork-cdn.7static.com/static/img/sleeveart/00/010/526/0001052646_200.jpg
4085,TRMJBIJ128F93391B9,Rap,5018,train,ARRQZEV1187B98C8C2,http://artwork-cdn.7static.com/static/img/sleeveart/00/004/198/0000419829_200.jpg
4086,TRLTOHF128F4228653,Rock,5019,train,ARNHN2S1187B9A7281,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/335/0000233511_200.jpg
4087,TRYWFQQ128F42697D0,Jazz,5022,train,ARDWUDB1187B992CD0,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/528/0000152894_200.jpg
4088,TRMJHKP128F92F7B84,Rock,5023,train,ARKFC2X1187B9A03DC,http://artwork-cdn.7static.com/static/img/sleeveart/00/003/394/0000339406_200.jpg
4089,TRQGENA128F427CA0E,World,5024,train,ARQBEQM1187B9B4FB9,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/605/0000160553_200.jpg
4090,TRCVVQZ12903CB87BA,Rock,5026,train,ARP03D11187FB4EBFA,http://artwork-cdn.7static.com/static/img/sleeveart/00/007/579/0000757927_200.jpg
4091,TROUZVR128F423EEFD,Rock,5027,train,AREKO1L1187B997EFE,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/906/0000190655_200.jpg
4094,TRXCIFU12903CB91C9,Rock,5028,train,AR08V2C1187FB3C879,http://artwork-cdn.7static.com/static/img/sleeveart/00/007/126/0000712628_200.jpg
4095,TRVSLUM128F92FBA13,Rock,5029,train,ARHEPLB119B8669707,http://artwork-cdn.7static.com/static/img/sleeveart/00/013/787/0001378773_200.jpg
4096,TRTUYND12903CBFC27,Rap,5030,train,ARCUXFL1187B9B100B,http://artwork-cdn.7static.com/static/img/sleeveart/00/006/715/0000671576_200.jpg
4097,TRWQOCL12903CD7EED,Latin,5031,train,AREP5YZ1187B9B9892,http://artwork-cdn.7static.com/static/img/sleeveart/00/005/923/0000592382_200.jpg
4098,TRSRUOR128F146C91F,Rock,5032,train,ARU8QMU1187FB5B3F9,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/304/0000030421_200.jpg
4099,TRNNCOL128F1488D34,Rock,5033,train,AR4GI3U1187B9B9786,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/454/0000045402_200.jpg
4100,TRHOHLF128F4294185,Electronic,5034,train,AR1DDW31187FB4AEBA,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/993/0000299324_200.jpg
